title,abstract,mark
美国新冠感染数字造假，往大了编,热传文章称美国部分机构把新冠感染人数往大了编，是理解错误，事实上感染人数没有错，错的是检测数字。佛州部分检测机构的阳性率的确有偏差，但不是因为多报阳性患者，而是少报了阴性患者导致的。而且这个阳性率偏差只出现在小型机构里，占据整个检测数的份额很小，并不会对总体阳性率数字产生有意义的影响，有美国媒体统计，修正数字后，佛州总阳性率不过是从11%降低到10.9%。美国疫情有多严重，关键的指标是阳性案例的数字，也就是确诊案例数，这个数字既然没有问题，就谈不上造假。美国疫情事实上就是非常严重。,1
新冠恐怖后遗症出现！每个患者都会出现可怕血栓！,网传文章称每个新冠患者都会出现可怕血栓是误导性的说法。原报道是说新冠肺炎死亡者可能有血栓。对一些本来就有缺血性心脏病的患者来说，血栓可能加重了他们的病情，甚至导致死亡。后遗症指的是疾病愈后所遗留下的器官缺损或功能障碍等症状，新冠死亡者尸检中发现的血栓并不能被称为“后遗症”。总体上来说，大约有15%~20%的新冠病毒感染者可能有血栓的风险。目前并没有证据表明在无症状感染者中，也会有血栓的问题。针对血栓的预防和治疗措施，可以减少重症新冠患者的死亡率，但什么样的药物效果最好？最佳剂量又是多少？这些问题目前都还在摸索之中。,1
钟南山院士已抵达新疆乌鲁木齐抗击疫情,喀什网警巡查执法官方账号辟谣称：钟南山并没有来新疆，请大家不要放大疫情。请大家不要转发非官方信息。阿勒泰新闻网也在网络上辟谣：7月20日钟南山飞抵乌鲁木齐抗击疫情是谣言。网传视频中有一个明显的麦当劳标志，但乌鲁木齐市并没有麦当劳门店，由此可以判断网传视频并非拍自新疆。,1
新冠疫情使巴西的死亡率不增反降,在2020年，巴西即便没有任何人遭遇犯罪而身亡，也无法抵偿因新冠而新增的死亡人数。从部分州公布的数据来看，因为疫情而实施的封锁措施，对凶杀人数的影响并不明显，也看不出有什么减少的趋势，甚至可能还增多了。尽管疫情与防疫措施会对某些特定死因的人数产生影响，但抛开死因来准确统计因疫情所造成的总体死亡人数变化，有个指标叫“超额死亡人数”，指的是今年相比往年同期增加的死亡人数。巴西到今年6月中旬为止，超额死亡人数为54700人，死亡率飙升20%。,1
乌鲁木齐新冠疫情由哈萨克斯坦入境者引起,据乌鲁木齐市卫健委7月20日消息，经公安机关调查，以上信息为谣言，无任何依据。有关部门核查及疾控部门流行病学调查分析未发现此次乌鲁木齐新发疫情首例指证病例在发病前有过境外旅居史。,1
新冠抗体在人体只能持续几周时间,这个研究来自重庆医科大学，其中最为关键的一个结论是：感染新冠病毒的人在感染后并不能像之前流行的SARS和MERS那样有持续一年甚至几年的免疫抗体在体内存在，而只有短短几周的时间，抗体水平就急剧下降。研究还发现，无症状感染者要比有症状感染者有更长的病毒携带期，这提示我们需提高对无症状感染者的警惕，有效地阻遏无症状感染者带来的人群间传播。虽然这个研究的抽样样本数很小，未必能代表全体人群，但研究的结果仍然需要引起重视。如果抗体存在的时间真的如此之短，那么依赖于人群接触病毒后形成的社群免疫恐怕难以奏效，在很长一段时间，我们仍然要坚持严格的社交隔离公卫措施。,3
新冠病毒早已藏在世界各地，处于休眠状态 ,牛津大学汤姆·杰斐逊博士在接受英国《每日电讯报》采访时确实表示，很多证据表明新冠病毒可能在亚洲出现之前就已经存在，比如多国在早前的废水样本中检出新冠病毒。但此观点存在漏洞，只通过废水检测结果无法得出当时病毒已流行的结论，还需要更多的证据，尤其是临床上的证据。杰斐逊博士“新冠病毒早就存在于世界各地，并处于休眠状态，然后在环境条件适宜的时候出现感染人类”的观点也存疑，新冠病毒在环境中的稳定性相对较差，所以长期处于休眠状态的可能性是非常小的。以上观点仅是杰斐逊博士接受采访时的个人观点，缺少依据，也并非相关研究得出的结论，更不是 “牛津大学研究结论”，部分媒体的报道具有一定的误导性。,3
西班牙从去年3月的废水检出新冠病毒相关研究漏洞大,巴塞罗那大学肠道病毒小组进行的一项研究中，研究人员检测了巴塞罗那本地2019年3月的冷冻废水样本中，结果显示新冠病毒RdRp基因两个片段呈阳性。作者据此认为“巴塞罗那在世界疫情蔓延前就出现了新冠病毒的传播”。但根据一个孤立的结果就下次定论是非常不严谨的。对于2019年3月12日的这个阳性结果，非常可能的影响因素是实验操作过程中发生了污染。此外，作者并未提交实验中扩增出的病毒基因序列，所以检测出的到底是不是新冠病毒的序列，还不能下判断。不能排除当时的废水中有其他冠状病毒的存在。文章提供了一个从城市废水的角度监测新冠流行情况的方法，但是仅凭一个冷冻废水样本的孤立结果得出的结论几乎不能成立。,2
钟南山代言“吸氢疗法治新冠肺炎”,钟南山院士曾在一则致辞视频中展望了氢气疗法的应用前景，但并未提及“代言”“包治百病”等溢美之词。要说“钟南山院士代言”，恐怕就是某些电商赤裸裸地“碰瓷”了钟南山院士。此前，网传中国工程院院士钟南山为不少企业产品打商业广告。今年5月16日，钟南山院士在接受媒体采访时就明确表示，“我从来没有给任何企业和产品代言，我怎么会做那些东西？搞那个和我的业务有什么关系呢？”以“包治百病”这类的词进行宣传，基本就能断定其中必有不靠谱之处；氢气疗法或有广泛应用前景，但目前请理性看待，并遵医嘱使用。,1
新冠病毒G614突变株的感染效率提高9倍以上,从中国疾控中心公布的病毒基因序列来看，此次北京新发地检出的新冠病毒更接近欧洲流行的病毒株，意味着这次的新冠病毒极有可能是从欧洲，或者从被欧洲分支相应病毒所感染的区域输入。北京新发现的病毒株属于强传染性病毒株，带有此前研究发现的 D614G突变。有研究指出，变异后的病毒能取得传播上的优势是因为变异发生在S蛋白区域，该区域的变异可能导致病毒更易与细胞融合，从而增强其传染性。有研究显示，经D614G突变后的病毒株感染细胞能力明显提高，感染效率提高了9倍以上。但这是仅使用S蛋白感染细胞得出的结论，在现实中具体情况如何，还需要有流行病学证据支持，并不意味着实际生活中其感染力就能达到这个量级。,3
福建出现染上新型冠状病毒的牛,福建龙岩市上杭县公安局迅速与相关部门核实为谣言，经落地核查造谣者为上杭某小区业主。当日，辖区派出所民警对其进行批评教育，并要求其写下保证书，同时在该群进行了辟谣。望广大网民不听信谣言、不传谣。上杭县农业农村局发布权威通报：近期，我县不少网民流传有关牛生病的信息和图片，我局立即组织疫控部门技术人员开展调查。现将有关调查情况通报如下：一是所流传的信息和图片无法确定为牛生病区域在我县；二是经对比照片，症状疑似为牛结节性皮肤病；三是经初步排查，我县暂未发生区域性重大动物疫情。,1
新冠病毒已变异，武汉又有几十人中招,武汉市卫生健康委7月1日发布消息：武汉市自5月31日以来（包括今日），每日均无新增新冠肺炎确诊病例、无新增疑似病例、无新增无症状感染者。此前有小区业主群中消息称：“据说新冠病毒变异了，武汉又有几十人中招。”消息不实，纯属谣言。,1
因疫情原因，中国驻纳米比亚使馆组织包机回国,6月30日，中国驻纳米比亚使馆发布声明称，有关传言并不属实，使馆没有组织安排包机回国。声明中提到，目前全球范围内新冠肺炎疫情仍在流行，纳米比亚疫情相对较轻，在纳米比亚的中国公民做好自我防护，减少出行以避免旅途中可能出现的交叉感染，是应对疫情较为妥当的办法。,1
新发地牛羊肉综合大楼确诊102例所以牛羊肉不能吃,截至目前，还未有牛羊肉中检测出新冠病毒的相关报道，只是在新发地牛羊肉交易大厅的环境样本中检测出了病毒阳性。目前也没有任何可靠证据表明食物能传播新冠病毒，牛羊肉可以放心吃。平时购买肉类时尽量去正规的超市或市场、不要购买和接触野生动物和不买活禽、勤洗手、处理食物的器具生熟分开、尽量吃熟食不吃生食，只要注意做到以上五点，一般不会出现食品安全问题。生牛肉中可能有寄生虫及多种致病菌，比如牛肉绦虫、旋毛虫等，不论什么时候，都不建议吃生拌牛肉。,1
